TrackingID	DateOrderTaken	CallNum/MSSNum	BibID	Collection	PatronName	Project	Deadline	PagesToDig	TotalNumImages	StorageFolder	SentSCETI	SCETIReceived	ReturnedSCETI	SCCReturned	MetadataComplete	MetadataBy	ImagingComplete	ImagingBy	ProcessingComplete	ProcessingBy	ProofPubl	ProofPublBy	ConditionNotes	NotesInstructions	RemovedProject	NumFoldouts	QA Failure	QA Pass
12456	6/6/2019	Volume XVII Number 6				Early Penn Pub			24	EarlyPennPub															0		0	0
12457	6/6/2019	Volume XVII Number 7				Early Penn Pub			24	Early Penn Pub															0		0	0
12458	6/6/2019	Volume XVII Number 9				Early Penn Pub			24	EarlyPennPub															0		0	0
12459	6/6/2019	Volume XVII Number 10				Early Penn Pub			24	Early Penn Pub															0		0	0
12460	6/6/2019	Volume XVII Number 11				Early Penn Pub			32	EarlyPennPub															0		0	0
12461	6/6/2019	Volume XVII Number 12				Early Penn Pub			24	EarlyPennPub															0		0	0
12462	6/6/2019	Volume XVII Number 13				Early Penn Pub			24	EarlyPennPub															0		0	0
12463	6/6/2019	Volume XVII Number 14				Early Penn Pub			24	EarlyPennPub															0		0	0
12464	6/6/2019	Volume XVII Number 15				Early Penn Pub			24	EarlyPennPub															0		0	0
12465	6/6/2019	Volume XVII Number 16				Early Penn Pub			24	EarlyPennPub															0		0	0
12466	6/6/2019	Volume XVII Number 17				Early Penn Pub			24	EarlyPennPub															0		0	0
12467	6/6/2019	Volume XVII Number 18				Early Penn Pub			24	EarlyPennPub															0		0	0
12468	6/6/2019	Volume XVII Number 19				Early Penn Pub			24	EarlyPennPub															0		0	0
12469	6/6/2019	Volume XVII Number 20				Early Penn Pub			32	EarlyPennPub															0		0	0
12470	6/6/2019	Volume XVII Number 21				Early Penn Pub			28	EarlyPennPub															0		0	0
12471	6/6/2019	Volume XVII Number 22				Early Penn Pub			28	EarlyPennPub															0		0	0
12472	6/6/2019	Volume XVII Number 23				Early Penn Pub			28	EarlyPennPub															0		0	0
12473	6/6/2019	Volume XVII Number 24				Early Penn Pub			28	EarlyPennPub															0		0	0
12474	6/7/2019	Volume XVII Number 25				Early Penn Pub			28	EarlyPennPub															0		0	0
12475	6/7/2019	Volume XVII Number 26				Early Penn Pub			28	EarlyPennPub															0		0	0
12476	6/7/2019	Volume XVII Number 27				Early Penn Pub			28	EarlyPennPub															0		0	0
12477	6/7/2019	Volume XVII Number 28				Early Penn Pub			28	EarlyPennPub															0		0	0
12478	6/7/2019	Volume XVII Number 29				Early Penn Pub			28	EarlyPennPub															0		0	0
12479	6/7/2019	Volume XVII Number 30				Early Penn Pub			28	EarlyPennPub															0		0	0
12480	6/7/2019	Volume XVII Number 31				Early Penn Pub			28	Early Penn Pub															0		0	0
12481	6/7/2019	Volume XVII Number 32				Early Penn Pub			28	EarlyPennPub															0		0	0
12482	6/7/2019	Volume XVII Number 33				Early Penn Pub			28	EarlyPennPub															0		0	0
12483	6/7/2019	Volume XVII Number 34				Early Penn Pub			64	EarlyPennPub															0		0	0
12484	6/7/2019	Volume XVIII Number 1				Early Penn Pub			28	EarlyPennPub															0		0	0
12485	6/7/2019	Volume XIX Number 1				Early Penn Pub			28	EarlyPennPub															0		0	1
12486	6/7/2019	Volume XVIII Number 3				Early Penn Pub			28	EarlyPennPub															0		0	0
12487	6/7/2019	Volume XVIII Number 4				Early Penn Pub			28	Early Penn Pub															0		0	0
12488	6/7/2019	Volume XVIII Number 5				Early Penn Pub			28	EarlyPennPub															0		0	0
12489	6/7/2019	Volume XVIII Number 6				Early Penn Pub			28	EarlyPennPub															0		0	0
12490	6/7/2019	Volume XVIII Number 7				Early Penn Pub			28	EarlyPennPub															0		0	0
12491	6/7/2019	Volume XVIII Number 8				Early Penn Pub			28	EarlyPennPub															0		0	0
12492	6/7/2019	Volume XVIII Number 10				Early Penn Pub			28	EarlyPennPub															0		0	0
12493	6/7/2019	Volume XVIII Number 11				Early Penn Pub			28	EarlyPennPub															0		0	0
12494	6/7/2019	Volume XVIII Number 12				Early Penn Pub			28	EarlyPennPub															0		0	0
12495	6/8/2019	Volume XVIII Number 13				Early Penn Pub			26	EarlyPennPub															0		0	0
12496	6/7/2019	Volume XVIII Number 14				Early Penn Pub			28	EarlyPennPub															0		0	0
12497	6/7/2019	Volume XVIII Number 15				Early Penn Pub			28	EarlyPennPub															0		0	0
12498	6/7/2019	Volume XVIII Number 16				Early Penn Pub			28	EarlyPennPub															0		0	0
12499	6/7/2019	Volume XVIII Number 17				Early Penn Pub			28	EarlyPennPub															0		0	0
12500	6/7/2019	Volume XVIII Number 18				Early Penn Pub			28	EarlyPennPub															0		0	0
12501	6/7/2019	Volume XVIII Number 19				Early Penn Pub			28	EarlyPennPub															0		0	0
12502	6/7/2019	Volume XVIII Number 20				Early Penn Pub			32	EarlyPennPub															0		0	0
12503	6/7/2019	Volume XVIII Number 21				Early Penn Pub			28	EarlyPennPub															0		0	0
12504	6/7/2019	Volume XVIII Number 22				Early Penn Pub			28	EarlyPennPub															0		0	0
12505	6/7/2019	Volume XVIII Number 23				Early Penn Pub			28	EarlyPennPub															0		0	0
12506		Volume XVIII Number 24				Early Penn Pub			28	EarlyPennPub															0		0	0
12507	6/7/2019	Volume XVIII Number 25				Early Penn Pub			28	EarlyPennPub															0		0	0
12508	6/7/2019	Volume XVIII Number 26				Early Penn Pub			28	EarlyPennPub															0		0	0
12509		Volume XVIII Number 27				Early Penn Pub			28	EarlyPennPub															0		0	0
12510	6/7/2019	Volume XVIII Number 28				Early Penn Pub			28	EarlyPennPub															0		0	0
12511	6/7/2019	Volume XVIII Number 29				Early Penn Pub			28	EarlyPennPub															0		0	0
12333	5/8/2019	jrh60			Nunez, Andrea	MSS of Muslim world			285	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/17/2019	AN	5/17/2019	AN				File name convention: jrh60_0001	0		0	1
12334	5/8/2019	jrh54			Nunez, Andrea	MSS of Muslim world			423	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/15/2019	AN	5/15/2019	AN			4 pages missing that need to be shot (tiff00000180, tiff00000181, tiff00000363 & tiff00000370). Reshoots complete passed on 7/9/19	File name convention: jrh54_0001	0		0	1
12335	5/8/2019	jrh53			Nunez, Andrea	MSS of Muslim world			305	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/16/2019	AN	5/16/2019	AN				File name convention: jrh53_0001	0		0	1
12336	5/8/2019	jrh50			Nunez, Andrea	MSS of Muslim world			153	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/17/2019	AN	5/17/2019	AN				File name convention: jrh50_0001	0		0	1
12337	5/8/2019	jrh55			Nunez, Andrea	MSS of Muslim world			407	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/23/2019	AN	5/23/2019	AN			Missing first 2 pages after the cover.	File name convention: jrh55_0001	0		1	0
12338	5/8/2019	jrh57			Nunez, Andrea	MSS of Muslim world			245	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/24/2019	AN	5/24/2019	AN				File name convention: jrh57_0001	0		0	1
12339	5/8/2019	jrh52			Nunez, Andrea	MSS of Muslim world			237	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/17/2019	AN	5/20/2019	AN				File name convention: jrh52_0001	0		0	1
12340	5/8/2019	jrh30			Nunez, Andrea	MSS of Muslim world			631	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/8/2019	AN	5/9/2019	AN				File name convention: jrh30_0001	0		0	1
12341	5/8/2019	jrh58			Nunez, Andrea	MSS of Muslim world			557	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/13/2019	AN	5/13/2019	AN				File name convention: jrh58_0001	0		0	1
12342	5/8/2019	jrh59			Nunez, Andrea	MSS of Muslim world			199	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/20/2019	AN	5/20/2019	AN				File name convention: jrh59_0001	0		0	1
12343	5/8/2019	jrh61			Nunez, Andrea	MSS of Muslim world			311	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/14/2019	AN	5/15/2019	AN				File name convention: jrh61_0001	0		0	1
12344	5/8/2019	jrh29			Nunez, Andrea	MSS of Muslim world			339	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/22/2019	AN	5/23/2019	AN				File name convention: jrh29_0001	0		0	1
12345	5/8/2019	jrh62			Nunez, Andrea	MSS of Muslim world			510	sceti-completed-2:\MuslimWorldGrant	5/8/2019						5/21/2019	AN	5/21/2019	AN				File name convention: jrh62_0001	0		0	1
12347		LH1.P3 P25 v.9 1910-1911	995858803503681			Early Penn Pub			1116	sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ P25 _v.9 1910-11_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12348		LH1.P3 P25 v.10 1911-1912	995858803503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ P25 _v.10 1911-12_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12349		LH1.P3 P25 v.11	995858803503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ P25 _v.11_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	1		0	0
12350		LH1.P3 R322 v.11 1898-99	992401243503681			Early Penn Pub			398	sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.11 1898-99_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12351		LH1.P3 R322 v.12 1899-1900	992401243503681			Early Penn Pub			422	sceti-completed-2:\Early Penn Pub	5/8/2019	lv											4 pages missing (tiffs00000282, 00000283, 00000320, 00000321). Correction made DJ 6/5/19	"File name convention:_x000D_
LH1_P3_ R322_v.12 1899-1900_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12352		LH1.P3 R322 v.13 1900-01	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/8/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.13 1900-01_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12353		LH1.P3 R322 v.14 1901-02	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/9/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.14 1901-02_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12354		LH1.P3 R322 v.15 1902-03	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/9/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.15 1902-03_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12355		LH1.P3 R322 v.16 1903-04	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/9/2019	lv											Please shoot pages 26 & 27	"File name convention:_x000D_
LH1_P3_ R322_v.16 1903-04 _000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		1	0
12356		LH1.P3 R322 v.17 1904-05	992401243503681			Early Penn Pub			346	sceti-completed-2:\Early Penn Pub	5/9/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.17 1904-05_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12357		LH1.P3 R322 v.18 1905-06	992401243503681			Early Penn Pub			334	sceti-completed-2:\Early Penn Pub	5/9/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.18 1905-06_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12358		LH1.P3 R322 v.19 1906-07	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/9/2019	lv											Please shoot: right page missing tiff00000227, page 2 tiff00000236, page 11 tiff00000246 & page 22 tiff00000257	"File name convention:_x000D_
LH1_P3_ R322_v.19 1906-07_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12359		LH1.P3 R322 v.20 1907-08	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/9/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.20 1907-08_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12360		LH1.P3 R322 v.21 1908-09	992401243503681			Early Penn Pub			522	sceti-completed-2:\Early Penn Pub	5/9/2019	lv											Please shoot page 43 tiff00000185	"File name convention:_x000D_
LH1_P3_ R322_v.21 1908-09_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12361		LH1.P3 R322 v.23 1910-11	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/9/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.23 1910-11_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12362		LH1.P3 R322 v.24 1911-12	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/9/2019	lv											3 detached pages in the back of the book need to be shoot	"File name convention:_x000D_
LH1_P3_ R322_v.24 1911-12_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12363		LH1.P3 R322 v.25 1912-13	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/9/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.25 1912-13_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12364		LH1.P3 R322 v.26 1913-14	992401243503681			Early Penn Pub			580	sceti-completed-2:\Early Penn Pub	5/9/2019	lv											Please reshoot page 208 (tiff00000258)	"File name convention:_x000D_
LH1_P3_ R322_v.26 1913-14_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	1
12365		LH1.P3 R322 v.27 1914-15	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/9/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.27 1914-15_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	0
12366		LH1.P3 R322 v.28 1915-16	992401243503681			Early Penn Pub				sceti-completed-2:\Early Penn Pub	5/9/2019	lv												"File name convention:_x000D_
LH1_P3_ R322_v.28 1915-16_000001body.tif_x000D_
_x000D_
400 ppi; crop inside page"	0		0	0
12367	5/9/2019	lewis_o_45			Nunez, Andrea	MSS of Muslim world			98	sceti-completed-2:\MuslimWorldGrant	5/9/2019						5/29/2019	AN	5/29/2019	AN					0		0	0
12368	5/9/2019	lewis_o_63			Nunez, Andrea	MSS of Muslim world			784	sceti-completed-2:\MuslimWorldGrant	5/9/2019						5/30/2019	AN	5/30/2019	AN					0		0	0
12369	5/9/2019	lewis_o_70			Nunez, Andrea	MSS of Muslim world			359	sceti-completed-2:\MuslimWorldGrant	5/9/2019						5/28/2019	AN	5/29/2019	AN					0		0	0
12370	5/9/2019	lewis_o_76			Nunez, Andrea	MSS of Muslim world			379	sceti-completed-2:\MuslimWorldGrant	5/9/2019						5/24/2019	AN	5/28/2019	AN					0		0	0
12371	5/9/2019	lewis_o_82			Nunez, Andrea	MSS of Muslim world			81	sceti-completed-2:\MuslimWorldGrant	5/9/2019						5/29/2019	AN	5/29/2019	AN					0		0	0
12372	5/9/2019	lewis_o_170			Nunez, Andrea	MSS of Muslim world			27	sceti-completed-2:\MuslimWorldGrant	5/9/2019						5/29/2019	AN	5/29/2019	AN					0		0	0
12374	5/9/2019	jrh36			Nunez, Andrea	MSS of Muslim world			625	sceti-completed-2:\MuslimWorldGrant	5/9/2019						6/25/2019	AN	6/25/2019	AN					0		0	0
12375	5/9/2019	jrh66			Nunez, Andrea	MSS of Muslim world			551	sceti-completed-2:\MuslimWorldGrant	5/9/2019						7/8/2019	AN	7/8/2019	AN					0		0	0
12376	5/9/2019	jrh35			Nunez, Andrea	MSS of Muslim world			143	sceti-completed-2:\MuslimWorldGrant	5/9/2019						7/3/2019	AN	7/3/2019	AN					0		0	0
12512	6/7/2019	Volume XVIII Number 30				Early Penn Pub			28	EarlyPennPub															0		0	0
12513	6/7/2019	Volume XVIII Number 31				Early Penn Pub			28	EarlyPennPub															0		0	0
12514	6/7/2019	Volume XVIII Number 32				Early Penn Pub			26	EarlyPennPub															0		0	0
12515	6/7/2019	Volume XVIII Number 33				Early Penn Pub			28	EarlyPennPub															0		0	0
12516	6/7/2019	Volume XVIII Number 34				Early Penn Pub			56	EarlyPennPub															0		0	0
12517	6/7/2019	Volume XIX Number 2				Early Penn Pub			24	EarlyPennPub															0		0	1
12518	6/7/2019	Volume XIX Number 3				Early Penn Pub			24	EarlyPennPub															0		0	1
12519		Volume XIX Number 4				Early Penn Pub			24	EarlyPennPub															0		0	1
12520	6/7/2019	Volume XIX Number 5				Early Penn Pub			24	EarlyPennPub															0		0	1
12521	6/7/2019	Volume XIX Number 6				Early Penn Pub			24	EarlyPennPub															0		0	1
12522	6/7/2019	Volume XIX Number 7				Early Penn Pub			24	EarlyPennPub															0		0	1
12523	6/7/2019	Volume XIX Number 8				Early Penn Pub			24	EarlyPennPub															0		0	1
12524	6/7/2019	Volume XIX Number 9				Early Penn Pub			24	EarlyPennPub															0		0	1
12525	6/7/2019	Volume XIX Number 10				Early Penn Pub			32	EarlyPennPub															0		0	1
12526	6/7/2019	Volume XIX Number 11				Early Penn Pub			24	EarlyPennPub															0		0	1
12527	6/7/2019	Volume XIX Number 12				Early Penn Pub			24	EarlyPennPub															0		0	1
12528	6/7/2019	Volume XIX Number 13				Early Penn Pub			32	EarlyPennPub															0		0	1
12529	6/7/2019	Volume XIX Number 14				Early Penn Pub			28	EarlyPennPub															0		0	1
12530	6/7/2019	Volume XIX Number 15				Early Penn Pub			24	EarlyPennPub															0		0	1
12531	6/7/2019	Volume XIX Number 16				Early Penn Pub			24	EarlyPennPub															0		0	1
12532	6/7/2019	Volume XIX Number 17				Early Penn Pub			28	EarlyPennPub															0		0	1
12533	6/7/2019	Volume XIX Number 18				Early Penn Pub			24	EarlyPennPub															0		0	1
12534	6/7/2019	Volume XIX Number 19				Early Penn Pub			24	EarlyPennPub															0		0	1
12535	6/7/2019	Volume XIX Number 20				Early Penn Pub			32	EarlyPennPub															0		0	1
12536	6/7/2019	Volume XIX Number 21				Early Penn Pub			32	EarlyPennPub															0		0	1
12537	6/7/2019	Volume XIX Number 22				Early Penn Pub			32	EarlyPennPub															0		0	1
12538	6/7/2019	Volume XIX Number 23				Early Penn Pub			32	EarlyPennPub															0		0	1
12539		Volume XIX Number 24				Early Penn Pub			32	EarlyPennPub															0		0	1
12540	6/7/2019	Volume XIX Number 25				Early Penn Pub			32	EarlyPennPub															0		0	1
12541	6/7/2019	Volume XIX Number 26				Early Penn Pub			32	EarlyPennPub															0		0	1
12542	6/7/2019	Volume XIX Number 27				Early Penn Pub			30	EarlyPennPub															0		0	1
12543	6/7/2019	Volume XIX Number 28				Early Penn Pub			32	EarlyPennPub															0		0	1
12544	6/7/2019	Volume XIX Number 29				Early Penn Pub			32	EarlyPennPub															0		0	1
12545	6/7/2019	Volume XIX Number 30				Early Penn Pub			32	EarlyPennPub															0		0	1
12546	6/7/2019	Volume XIX Number 31				Early Penn Pub			32	EarlyPennPub															0		0	1
12547	6/7/2019	Volume XIX Number 32				Early Penn Pub			32	EarlyPennPub															0		0	1
12548	6/7/2019	Volume XIX Number 33				Early Penn Pub			62	EarlyPennPub															0		0	1
12549	6/7/2019	Volume XX Number 1				Early Penn Pub			24	EarlyPennPub															0		0	0
12550	6/7/2019	Volume XX Number 2				Early Penn Pub			24	EarlyPennPub															0		0	0
12551		Volume XX Number 3				Early Penn Pub			24	EarlyPennPub															0		0	0
12552	6/7/2019	Volume XX Number 4				Early Penn Pub			24	EarlyPennPub															0		0	0
12553	6/7/2019	Volume XX Number 5				Early Penn Pub			24	EarlyPennPub															0		0	0
12554	6/7/2019	Volume XX Number 6				Early Penn Pub			24	EarlyPennPub															0		0	0
12555	6/7/2019	Volume XX Number 7				Early Penn Pub			24	EarlyPennPub															0		0	0
12556	6/7/2019	Volume XX Number 8				Early Penn Pub			24	EarlyPennPub															0		0	0
12557	6/7/2019	Volume XX Number 9				Early Penn Pub			24	EarlyPennPub															0		0	0
